,title,pages,publisher,category 1,category 2,category 3,is bestseller
2987,The Midnight Orchestra (A Mystwick School Novel),400 pages,"Clarion Books (June 14, 2022)Ê",in Children's School Issues,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
2988,Just Right Jillian,224 pages,"Versify (January 3, 2023)Ê",in Children's Black & African American Story Books,in Children's Self-Esteem Books,in Children's School Issues,0
2989,Nura and the Immortal Palace,272 pages,"Jimmy Patterson (July 5, 2022)Ê",in Children's Muslim Fiction,in Children's Asian Literature,in Children's Fantasy & Magic Books,0
2990,Unseen Magic,345 pages,"Greenwillow Books (February 22, 2022)Ê","in Children's Paranormal, Occult & Supernatural Books",in Children's Self-Esteem & Self-Respect,in Children's Books on Emotions & Feelings (Kindle Store),0
2991,Golden Girl,352 pages,"HarperCollins (May 16, 2023)Ê",in Children's Middle East Books,in Children's Fiction on Social Situations,in Stories in Verse'],0
2992,A Comb of Wishes,272 pages,"Quill Tree Books (January 17, 2023)Ê",in Children's Central & South America Books,in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,0
2993,The Language of Seabirds,256 pages,"Scholastic Press (July 19, 2022)Ê",in Children's Books on LGBTQ+ Families,in Children's Friendship Books,in LGBTQ+ Books'],0
2994,Falling Short,304 pages,"Quill Tree Books; Reprint edition (March 14, 2023)Ê",in Children's Fiction on Social Situations,in Children's Parents Books,in Children's Friendship Books,0
2995,The School for Whatnots,304 pages,"Katherine Tegen Books (March 1, 2022)Ê","in Children's Mystery, Detective, & Spy",in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2996,"Grow Up, Tahlia Wilkins!",304 pages,"Little, Brown Books for Young Readers (April 19, 2022)Ê",in Children's Books on Girls' & Women's Issues,in Children's Self-Esteem Books,in Children's Friendship Books,0
2997,Sir Callie and the Champions of Helston,396 pages,"Labyrinth Road (November 8, 2022)Ê",in Children's Coming of Age Fantasy Books,in Children's Sword & Sorcery Fantasy Books,in Children's Fantasy & Magic Adventure,0
2998,Jennifer Chan Is Not Alone,304 pages,"Yearling; Reprint edition (May 2, 2023)Ê",in Children's Asian & Asian American Books,in Children's Books on Bullying,in Children's Fantasy & Magic Books,0
2999,The Unforgettable Logan Foster #1,288 pages,"HarperCollins (November 8, 2022)Ê",in Children's Books on Adoption,in Children's Superhero Fiction,in Children's Action & Adventure Books (Books),0
3000,The Civil War of Amos Abernathy,320 pages,"HarperCollins; Reprint edition (May 2, 2023)Ê",in Children's Books on LGBTQ+ Families,in Children's Books on Prejudice & Racism,in Children's Books on Boys' & Men's Issues,0
3001,Dear Student,304 pages,"Yearling (February 14, 2023)Ê",in Children's Self-Esteem Books,in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
3002,Ravenous Things,336 pages,"Disney Hyperion (July 26, 2022)Ê",in Children's Books on Death & Dying,in Children's Spine-Chilling Horror,in Children's Folk Tales & Myths (Books),0
3003,Hana Hsu and the Ghost Crab Nation,368 pages,"Razorbill (June 21, 2022)Ê",in Children's Asian & Asian American Books,in Children's Science Fiction Books (Books),in Children's Literature (Books),0
3004,"Wingbearer (Wingbearer Saga, 1)",208 pages,"Quill Tree Books (March 1, 2022)Ê",in Children's Fantasy Comics & Graphic Novels,in Children's Action & Adventure Comics & Graphic Novels,in Children's Fantasy & Magic Books,0
3005,The Weeping Tide (Wilderlore),368 pages,"Margaret K. McElderry Books; Reprint edition (January 31, 2023)Ê","in Children's Dragon, Unicorn & Mythical Stories",in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3006,Forbidden City (City Spies),464 pages,"Aladdin; Reprint edition (January 10, 2023)Ê","in Children's Mystery, Detective, & Spy",in Children's Action & Adventure Books (Books),,0
3007,Ellen Outside the Lines,336 pages,"Little, Brown Books for Young Readers (March 22, 2022)Ê",in Children's Books on Disabilities,in Children's Travel Books (Books),in Children's Friendship Books,0
3008,"Alliana, Girl of Dragons",336 pages,"Little, Brown Books for Young Readers (August 2, 2022)Ê",in Children's Asia Books,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
3009,"The Last Fallen Moon (Gifted Clans, 2)",400 pages,"Rick Riordan Presents (June 13, 2023)Ê",in Children's Asian Literature,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3010,Those Kids from Fawn Creek,336 pages,"Greenwillow Books (March 7, 2023)Ê",in Children's Books on Bullying,in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
3011,Isla to Island,192 pages,"Atheneum Books for Young Readers (March 15, 2022)Ê",in Children's Hispanic & Latino Books,in Children's Fiction on Social Situations,in Children's New Experiences Books,0
3012,"Pilar Ramirez and the Escape from Zafa (Pilar Ramirez Duology, 1)",304 pages,"Henry Holt and Co. (BYR) (March 1, 2022)Ê",in Children's Latin American Folk Tale Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3013,Trouble at Turtle Pond,257 pages,"Fitzroy Books (April 5, 2022)Ê",in Children's Turtle Books,in Children's Environment Books (Books),"in Children's Mystery, Detective, & Spy",0
3014,Lia Park and the Missing Jewel (1),352 pages,"Aladdin (May 3, 2022)Ê",in Children's Asian Literature,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3015,Freddie vs. the Family Curse,272 pages,"Clarion Books (April 18, 2023)Ê",in Children's Multigenerational Family Life,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3016,Louisa June and the Nazis in the Waves,320 pages,"Katherine Tegen Books (March 22, 2022)Ê",in Children's Military Fiction (Books),in Children's 1900s American Historical Fiction,in Children's Books on Death & Dying,0
3017,Sir Fig Newton and the Science of Persistence,368 pages,"Aladdin; Reprint edition (March 14, 2023)Ê",in Children's Cat Books (Books),in Children's Friendship Books,in Children's Science & Nature Books,0
3018,It's The End of the World and I'm in My Bathing Suit,304 pages,"Scholastic Press (May 2, 2023)Ê",in Children's Dystopian Fiction Books,in Children's Friendship Books,in Children's Humor,0
3019,Winnie Zeng Unleashes a Legend,304 pages,"Random House Books for Young Readers; Reprint edition (April 25, 2023)Ê",in Children's Asian & Asian American Books,in Children's Fantasy & Magic Books,,0
3020,Unfadeable,288 pages,"Katherine Tegen Books (May 10, 2022)Ê",in Children's Books on Prejudice & Racism,in Children's Black & African American Story Books,in Children's School Issues,0
3021,The Star That Always Stays,288 pages,"Holiday House (July 12, 2022)Ê",in Children's Stepfamilies Books,in Children's Native American Books,in Children's 1900s American Historical Fiction,0
3022,Miracle Season,320 pages,"Viking Books for Young Readers (August 23, 2022)Ê",in Children's Books on Diseases & Physical Illness,in Children's New Experiences Books,in Children's Siblings Books (Books),0
3023,The Lock-Eater,368 pages,"Dial Books (January 18, 2022)Ê",in Children's Books on LGBTQ+ Families,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3024,Hedgewitch: An enchanting fantasy adventure brimming with mystery and magic (Book 1),,"Welbeck Publishing Group; 1st edition (April 14, 2022)Ê",in Children's Folk Tales & Myths (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3025,Cold: A Novel,240 pages,"Roaring Brook Press (February 8, 2022)Ê",in Teen & Young Adult Fiction on Bullying (Books),in Teen & Young Adult LGBTQ+ Fiction (Books),in Teen & Young Adult Mysteries & Detective Stories,0
3026,Anybody Here Seen Frenchie?,336 pages,"Katherine Tegen Books (February 15, 2022)Ê",in Children's Environment Books (Books),in Children's Self-Esteem Books,in Children's Friendship Books,0
3027,Gabe in the After,240 pages,"Harry N. Abrams (June 28, 2022)Ê",in Children's Dystopian Fiction Books,in Children's Friendship Books,,0
3028,Onyeka and the Academy of the Sun,336 pages,"Margaret K. McElderry Books; Reprint edition (May 30, 2023)Ê",in Children's African Folk Tales (Books),in Children's Parents Books,in Children's Fantasy & Magic Books,0
3029,My Otter Half,240 pages,"Scholastic Inc. (January 4, 2022)Ê",in Children's Marine Life Books,in Children's Dog Books (Books),in Children's Friendship Books,0
3030,The Two Wrong Halves of Ruby Taylor,320 pages,"Roaring Brook Press (August 9, 2022)Ê",in Children's Jewish Fiction Books,in Children's Multigenerational Family Life,in Children's Books on Emotions & Feelings (Books),0
3031,Summer Bird Blue,400 pages,"Simon & Schuster Books for Young Readers; Reprint edition (March 10, 2020)Ê",in Teen & Young Adult Fiction about Death & Dying,in Teen & Young Adult Siblings Fiction,in Children's Books (Books),0
3032,This Is Not a Drill,192 pages,"Scholastic Press (May 17, 2022)Ê",in Children's Books on Marriage & Divorce,in Children's School Issues,in Children's Friendship Books,0
3033,Glitter Gets Everywhere,336 pages,"HarperCollins; Reprint edition (May 17, 2022)Ê",in Children's Books on Death & Dying,in Children's Parents Books,in Children's Books on Emotions & Feelings (Books),0
3034,The Best Liars in Riverview,336 pages,"Little, Brown Books for Young Readers (March 8, 2022)Ê",in Children's Books on Runaways,in Children's Country Life Books,in Children's Friendship Books,0
3035,We Are the Song,304 pages,"Holiday House; Reprint edition (April 25, 2023)Ê",in Children's Performing Arts Fiction,in Children's Self-Esteem Books,in Children's Fantasy & Magic Books,0
3036,A Song Called Home,368 pages,"Balzer + Bray (March 15, 2022)Ê",in Children's Books on Drugs & Substance Abuse,in Children's Fiction on Social Situations,in Children's Books on Emotions & Feelings (Books),0
3037,The Hundred Choices Department Store,101 pages,"Fitzroy Books (March 25, 2022)Ê",in Children's Historical Action & Adventure,in Children's Historical Fiction (Kindle Store),in Children's Historical Fiction (Books),0
3038,Molly and the Machine (Far Flung Falls),432 pages,"Aladdin; Reprint edition (May 23, 2023)Ê",in Children's Robot Fiction Books,in Children's Siblings Books (Books),in Children's Action & Adventure Books (Books),0
3039,In the Key of Us,368 pages,"Farrar, Straus and Giroux (BYR) (April 26, 2022)Ê",in Children's Books on Death & Dying,"in Anxiety Disorders (Books)',",in Children's Black & African American Story Books,0
3040,Solimar: The Sword of the Monarchs,208 pages,"Disney Hyperion (January 31, 2023)Ê",in Children's Mexico Books,in Children's Royalty Books (Books),in Children's Fantasy & Magic Books,0
3041,Roll for Initiative,320 pages,"Running Press Kids (September 27, 2022)Ê",in Children's Game Books (Books),in Children's Friendship Books,,0
3042,Every Bird a Prince,256 pages,"Henry Holt and Co. (BYR) (May 10, 2022)Ê",in Children's Bird Books (Books),in Children's Books on Girls' & Women's Issues,in Children's Fantasy & Magic Books,0
3043,Morning Sun in Wuhan,208 pages,"Clarion Books (November 8, 2022)Ê",in Children's Asia Books,in Children's Books on Death & Dying,in Children's Self-Esteem Books,0
3044,Ravenfall,256 pages,"Delacorte Press (September 6, 2022)Ê",in Children's Spine-Chilling Horror,in Children's Folk Tales & Myths (Books),in Children's Fantasy & Magic Books,0
3045,When Winter Robeson Came,176 pages,"Nancy Paulsen Books (January 10, 2023)Ê",in Children's 1900s American Historical Fiction,"in Stories in Verse',",in Children's Black & African American Story Books,0
3046,A Duet for Home,368 pages,"Clarion Books (May 16, 2023)Ê",in Children's Parents Books,in Children's Siblings Books (Books),in Children's Friendship Books,0
3047,SofÃ­a Acosta Makes a Scene,304 pages,"Yearling (May 23, 2023)Ê",in Children's Central & South America Books,in Children's Dance Books (Books),in Children's Family Life Books (Books),0
3048,Lemon Drop Falls,280 pages,"North Star Editions (February 13, 2022)Ê",in Children's Books on Maturing,in Children's Camping Books (Books),in Children's Books on Death & Dying,0
3049,The Real Riley Mayes,224 pages,"Balzer + Bray (May 3, 2022)Ê",in Children's Books on LGBTQ+ Families,in Children's Humorous Comics & Graphic Novels,in Children's Friendship Books,0
3050,Snow Struck,336 pages,"Delacorte Press (February 15, 2022)Ê",in Disaster Books for Children,in Children's Action & Adventure Books (Books),in Children's Family Life Books (Books),0
3051,Growing Pangs: (A Graphic Novel),256 pages,"Random House Graphic (May 3, 2022)Ê",in Anxiety Disorders (Books),in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
3052,Marikit and the Ocean of Stars,336 pages,"Farrar, Straus and Giroux (BYR) (October 18, 2022)Ê",in Children's Asian Literature,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3053,The Patron Thief of Bread,448 pages,"Candlewick (May 11, 2022)Ê",in Children's Medieval Fiction Books (Books),in Children's Homelessness & Poverty Books (Books),in Children's Fantasy & Magic Books,0
3054,Lily and the Night Creatures,240 pages,"Simon & Schuster Books for Young Readers (August 30, 2022)Ê","in Children's Mystery, Detective, & Spy",in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
3055,Wayward Creatures,304 pages,"Clarion Books (January 18, 2022)Ê",in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
3056,Calling the Moon: 16 Period Stories from BIPOC Authors,368 pages,"Candlewick (March 28, 2023)Ê",in Children's Short Story Collections,in Children's Books on Girls' & Women's Issues,in Short Stories Anthologies'],0
3057,The Road to After,192 pages,"Nancy Paulsen Books (May 10, 2022)Ê",in Children's Books on Abuse,in Children's Poetry (Books),in Children's Family Life Books (Books),0
